Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_12 contribution,bio_14 contribution,bio_15 contribution,bio_3 contribution,bio_4 contribution,bio_7 contribution,bio_1 permutation importance,bio_12 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_7 permutation importance,Training gain without bio_1,Training gain without bio_12,Training gain without bio_14,Training gain without bio_15,Training gain without bio_3,Training gain without bio_4,Training gain without bio_7,Training gain with only bio_1,Training gain with only bio_12,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_7,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Gustavia_santanderiensis_0,21,2.1652,2.4240,120,0.9738,10020,35.0826,0.5263,7.5705,50.4286,3.7120,2.4010,0.2790,42.0245,0.0000,0.0000,47.7312,8.6289,0.8519,0.7635,0.6624,2.1652,2.1652,1.0232,2.0075,2.0751,2.1528,0.3287,0.0473,0.2065,0.3796,0.0404,0.0035,0.0000,7.0471,0.0640,1.0000,0.0097,0.4343,0.0000,5.0000,0.0449,0.2373,0.0000,10.0000,0.0963,0.1535,0.0000,18.7315,0.2018,0.0873,0.0000,22.0943,0.2592,0.0726,0.0952,18.7707,0.2020,0.0871,0.0952,18.7315,0.2018,0.0873,0.0000,4.9974,0.0448,0.2374,0.0000,14.2629,0.1440,0.1147,0.0000
Gustavia_santanderiensis_1,21,1.6366,1.8694,120,0.9501,10019,38.0700,0.5317,0.2933,57.9295,1.8015,1.2679,0.1062,42.6315,0.0000,2.1057,48.3985,6.5756,0.0000,0.2886,0.4493,1.6366,1.5881,0.6050,1.5745,1.5944,1.6345,0.3184,0.0253,0.0404,0.2372,0.0378,0.0000,0.0016,7.5756,0.1110,1.0000,0.0155,0.5189,0.0000,5.0000,0.0705,0.3096,0.0000,10.0000,0.1426,0.2193,0.0000,11.9573,0.1713,0.1968,0.0000,26.9718,0.3741,0.0996,0.0476,26.9718,0.3741,0.0996,0.0476,26.9718,0.3741,0.0996,0.0476,5.2344,0.0748,0.3036,0.0000,12.1815,0.1752,0.1946,0.0476
Gustavia_santanderiensis_2,21,2.1966,2.5136,120,0.9724,10020,36.7738,0.4026,14.3210,42.4684,1.3523,4.4552,0.2268,43.1688,0.0000,0.0000,48.6772,5.9240,1.9112,0.3188,0.7874,2.1769,2.1966,1.2256,2.0852,2.0860,2.1911,0.3573,0.1325,0.2635,0.3674,0.1150,0.0496,0.0011,7.0157,0.0623,1.0000,0.0097,0.3984,0.0000,5.0000,0.0491,0.2108,0.0000,10.0000,0.1053,0.1379,0.0000,15.0962,0.1760,0.0990,0.0000,23.1379,0.2969,0.0641,0.0952,19.2199,0.2310,0.0784,0.0952,15.0962,0.1760,0.0990,0.0000,4.5192,0.0434,0.2222,0.0000,13.1997,0.1479,0.1112,0.0000
Gustavia_santanderiensis_3,21,2.1919,2.3999,120,0.9723,10021,40.5666,0.0000,11.2716,46.6476,0.6193,0.8088,0.0861,49.9732,0.0000,0.0000,47.5626,2.0166,0.0000,0.4476,0.7099,2.1919,2.1919,1.3014,2.1692,2.1698,2.1866,0.4400,0.0982,0.2223,0.3299,0.1248,0.0194,0.0000,7.0206,0.0631,1.0000,0.0101,0.3831,0.0000,5.0000,0.0525,0.2075,0.0000,10.0000,0.1091,0.1374,0.0000,10.6624,0.1161,0.1313,0.0000,24.5696,0.3224,0.0612,0.0952,24.0213,0.3146,0.0628,0.0476,24.0213,0.3146,0.0628,0.0476,4.2273,0.0437,0.2250,0.0000,13.1583,0.1509,0.1117,0.0476
Gustavia_santanderiensis_4,21,1.9304,2.1193,120,0.9639,10021,41.8527,0.0534,7.0330,48.7408,0.2223,2.0559,0.0418,51.0401,0.0000,0.0000,46.3499,2.2671,0.0340,0.3089,0.6471,1.9287,1.9301,1.0784,1.9060,1.8943,1.9289,0.4179,0.1199,0.1510,0.2674,0.1350,0.0289,0.0000,7.2821,0.0821,1.0000,0.0123,0.4424,0.0000,5.0000,0.0592,0.2487,0.0000,10.0000,0.1228,0.1686,0.0000,13.5873,0.1695,0.1355,0.0000,28.7931,0.4100,0.0649,0.0952,20.3517,0.2679,0.0952,0.0952,13.5873,0.1695,0.1355,0.0000,4.8095,0.0563,0.2534,0.0000,12.4359,0.1555,0.1450,0.0000
Gustavia_santanderiensis_5,21,1.8785,2.0942,120,0.9612,10021,41.6982,0.0003,10.8652,44.5785,1.4484,1.4094,0.0000,50.3571,0.0000,0.0000,45.2101,4.2932,0.1397,0.0000,0.6275,1.8785,1.8785,1.1023,1.8223,1.8275,1.8785,0.4301,0.0790,0.1682,0.2400,0.0574,0.0033,0.0103,7.3339,0.0864,1.0000,0.0126,0.4685,0.0000,5.0000,0.0585,0.2655,0.0000,10.0000,0.1236,0.1803,0.0000,15.9841,0.2036,0.1278,0.0000,29.2645,0.3913,0.0680,0.0952,21.9389,0.2856,0.0952,0.0952,15.9841,0.2036,0.1278,0.0000,5.0761,0.0593,0.2636,0.0000,12.7494,0.1602,0.1528,0.0000
Gustavia_santanderiensis_6,21,2.0175,2.2784,120,0.9722,10020,38.2409,0.0892,0.6681,56.4412,2.0716,1.8809,0.6081,45.2198,0.0143,0.9386,46.7672,5.6830,0.1340,1.2430,0.5880,2.0139,1.9982,0.8944,1.9212,1.9618,2.0007,0.3934,0.0746,0.1064,0.2887,0.0656,0.0079,0.0000,7.1948,0.0748,1.0000,0.0117,0.4248,0.0000,5.0000,0.0558,0.2407,0.0000,10.0000,0.1138,0.1622,0.0000,27.7768,0.3638,0.0631,0.0000,29.1637,0.3879,0.0593,0.0476,29.1637,0.3879,0.0593,0.0476,27.7768,0.3638,0.0631,0.0000,4.6273,0.0518,0.2497,0.0000,13.1646,0.1577,0.1329,0.0000
Gustavia_santanderiensis_7,21,2.1321,2.4037,120,0.9725,10019,40.4457,0.2351,0.7756,53.2049,1.8580,3.4608,0.0199,47.3792,0.0000,0.8569,44.9279,5.1865,1.5548,0.0948,0.6525,2.1243,2.0968,1.0400,2.0400,2.0219,2.1316,0.4800,0.1036,0.0862,0.2451,0.0904,0.0372,0.0012,7.0803,0.0668,1.0000,0.0109,0.3734,0.0000,5.0000,0.0573,0.2019,0.0000,10.0000,0.1241,0.1359,0.0476,9.5244,0.1186,0.1403,0.0000,30.6671,0.4497,0.0488,0.0952,23.0143,0.3194,0.0678,0.0476,23.0143,0.3194,0.0678,0.0476,4.0777,0.0463,0.2226,0.0000,12.1767,0.1557,0.1186,0.0476
Gustavia_santanderiensis_8,21,1.9624,2.1732,120,0.9636,10021,40.6957,0.2713,3.7620,53.3684,0.9839,0.9077,0.0110,48.8552,0.0000,0.0365,47.2454,3.3542,0.4260,0.0828,0.6003,1.9624,1.9617,0.9900,1.9166,1.9318,1.9622,0.4110,0.0509,0.1262,0.2822,0.0564,0.0003,0.0055,7.2502,0.0795,1.0000,0.0118,0.4414,0.0000,5.0000,0.0576,0.2488,0.0000,10.0000,0.1200,0.1693,0.0000,13.6473,0.1667,0.1361,0.0000,26.9648,0.3564,0.0701,0.0952,20.4901,0.2601,0.0952,0.0952,13.6473,0.1667,0.1361,0.0000,4.7885,0.0546,0.2540,0.0000,13.0907,0.1593,0.1405,0.0000
Gustavia_santanderiensis_9,21,1.8047,1.9766,100,0.9576,10020,45.7188,0.0000,6.7886,45.5522,0.2492,1.6911,0.0000,53.7970,0.0000,0.0000,44.0336,2.1694,0.0000,0.0000,0.5882,1.8047,1.8047,1.0638,1.7766,1.7648,1.8047,0.4673,0.1046,0.1165,0.1988,0.0970,0.0145,0.0050,7.4077,0.0933,1.0000,0.0138,0.4766,0.0000,5.0000,0.0631,0.2716,0.0000,10.0000,0.1303,0.1856,0.0000,12.5222,0.1656,0.1597,0.0000,31.1288,0.4506,0.0670,0.0952,22.9581,0.3146,0.0952,0.0952,12.5222,0.1656,0.1597,0.0000,5.0491,0.0636,0.2704,0.0000,12.0163,0.1596,0.1645,0.0000
