Predictor variable,Categorical,Sample average
bio_1,false,26.734523864019486
bio_12,false,2379.5714285714284
bio_14,false,83.42857142857143
bio_15,false,36.695669628324964
bio_3,false,87.08265976678757
bio_4,false,38.68672361828032
bio_7,false,11.376190003894624
