Predictor variable,Categorical,Sample average
bio_1,false,26.938095365251815
bio_12,false,2410.2380952380954
bio_14,false,79.38095238095238
bio_15,false,38.83946309770857
bio_3,false,87.28085545131138
bio_4,false,37.726188750494096
bio_7,false,11.480952035813104
