X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-74.885833,5.407444,train,0.0038701035589453,80.21343386112328,0.9903577044110295
-74.737583,5.667167,train,4.4891729700717283E-4,32.54514252589431,0.4163229784302829
-74.859417,5.545194,train,0.002445958470904479,70.68577329893932,0.9467923079528553
-74.909722,5.559361,train,0.008824772193317764,96.55920627576648,0.9999746811585012
-74.737889,5.684417,train,2.59865076883859E-4,22.78631786078464,0.2677756562695258
-74.777528,5.638694,train,0.0015628795586868276,60.59129799865692,0.8465582857397753
-74.900639,5.568667,train,2.21681434476054E-4,20.357385976396916,0.2334634554383216
-74.859417,5.545194,train,0.002445958470904479,70.68577329893932,0.9467923079528553
-74.737889,5.684417,train,2.59865076883859E-4,22.78631786078464,0.2677756562695258
-74.777528,5.638694,train,0.0015628795586868276,60.59129799865692,0.8465582857397753
-74.885833,5.407444,train,0.0038701035589453,80.21343386112328,0.9903577044110295
-74.737583,5.667167,train,4.4891729700717283E-4,32.54514252589431,0.4163229784302829
-74.668706,5.574697,train,0.002248266914401031,66.92182151838465,0.9325555904694525
-74.368611,6.438056,train,5.526414031047583E-4,36.43376833176809,0.48459828969890617
-74.900639,5.568667,train,2.21681434476054E-4,20.357385976396916,0.2334634554383216
-74.668706,5.574697,train,0.002248266914401031,66.92182151838465,0.9325555904694525
-74.885833,5.407444,train,0.0038701035589453,80.21343386112328,0.9903577044110295
-74.591222,6.190222,train,0.001224360377783834,54.35621246891198,0.7697138519573538
-74.368611,6.438056,train,5.526414031047583E-4,36.43376833176809,0.48459828969890617
-74.473444,6.262694,train,0.0017287483459850778,62.56964507947425,0.8742385831656456
-74.737583,5.667167,train,4.4891729700717283E-4,32.54514252589431,0.4163229784302829
