Predictor variable,Categorical,Sample average
bio_1,false,27.264881043207076
bio_12,false,2515.904761904762
bio_14,false,77.47619047619048
bio_15,false,40.1198859441848
bio_3,false,88.07376534598214
bio_4,false,35.44486381894066
bio_7,false,11.514285405476889
