Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_12 contribution,bio_14 contribution,bio_15 contribution,bio_3 contribution,bio_4 contribution,bio_7 contribution,bio_1 permutation importance,bio_12 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_7 permutation importance,Training gain without bio_1,Training gain without bio_12,Training gain without bio_14,Training gain without bio_15,Training gain without bio_3,Training gain without bio_4,Training gain without bio_7,Training gain with only bio_1,Training gain with only bio_12,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_7,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Gustavia_santanderiensis_0,21,1.8161,2.0258,120,0.9615,10019,40.9244,0.0017,0.0077,53.8731,2.0831,2.4039,0.7060,47.6231,0.0423,0.0100,41.5986,6.9394,2.2582,1.5284,0.4895,1.8161,1.8159,0.9185,1.7190,1.7538,1.7969,0.4102,0.0877,0.1078,0.2184,0.0854,0.0164,0.0000,7.3961,0.0920,1.0000,0.0139,0.4747,0.0000,5.0000,0.0614,0.2733,0.0000,10.0000,0.1234,0.1853,0.0000,15.7036,0.2077,0.1321,0.0000,31.4274,0.4539,0.0647,0.0952,31.2790,0.4537,0.0652,0.0476,31.2790,0.4537,0.0652,0.0476,5.1451,0.0629,0.2697,0.0000,12.0602,0.1518,0.1626,0.0000
Gustavia_santanderiensis_1,21,2.0313,2.2686,120,0.9617,10021,35.4100,0.2212,4.7645,54.7432,3.1297,1.6971,0.0342,42.1327,0.0000,0.0000,49.4074,7.5842,0.8495,0.0262,0.6728,2.0313,2.0313,0.9660,1.9196,1.9669,2.0302,0.3238,0.0470,0.1980,0.3510,0.0431,0.0003,0.0020,7.1811,0.0739,1.0000,0.0110,0.4394,0.0000,5.0000,0.0532,0.2454,0.0000,10.0000,0.1123,0.1636,0.0000,13.8942,0.1630,0.1287,0.0000,13.8942,0.1630,0.1287,0.0000,13.9077,0.1630,0.1287,0.1429,13.8942,0.1630,0.1287,0.0000,4.7910,0.0511,0.2506,0.0000,13.5861,0.1592,0.1311,0.0000
Gustavia_santanderiensis_2,21,2.1641,2.4004,120,0.9727,10018,39.1733,1.0129,0.0853,55.1175,3.1214,1.2923,0.1973,46.5415,0.0000,0.2974,45.8647,6.1250,0.8184,0.3530,0.6023,2.1626,2.1608,0.9850,2.0598,2.1166,2.1564,0.4241,0.0263,0.1106,0.2950,0.0277,0.0000,0.0120,7.0480,0.0647,1.0000,0.0103,0.3882,0.0000,5.0000,0.0532,0.2116,0.0000,10.0000,0.1142,0.1411,0.0000,12.8598,0.1524,0.1179,0.0000,25.1603,0.3253,0.0625,0.0476,25.1603,0.3253,0.0625,0.0476,25.1603,0.3253,0.0625,0.0476,4.2196,0.0449,0.2295,0.0000,13.3199,0.1610,0.1148,0.0476
Gustavia_santanderiensis_3,21,1.8090,2.0047,120,0.9576,10020,38.0761,0.0699,8.3104,48.3613,2.3976,2.4291,0.3556,43.0350,0.2155,0.0000,46.1596,9.0513,1.1430,0.3956,0.5855,1.8069,1.8090,0.9443,1.7176,1.7406,1.7995,0.3231,0.0927,0.1922,0.2879,0.0941,0.0181,0.0000,7.4034,0.0925,1.0000,0.0136,0.4870,0.0000,5.0000,0.0605,0.2821,0.0000,10.0000,0.1205,0.1909,0.0000,12.8841,0.1625,0.1597,0.0000,21.9534,0.2964,0.0997,0.0476,21.9534,0.2964,0.0997,0.0476,21.9534,0.2964,0.0997,0.0476,5.2919,0.0634,0.2748,0.0000,12.4487,0.1567,0.1638,0.0000
Gustavia_santanderiensis_4,21,1.8993,2.0641,120,0.9624,10019,41.5110,0.0748,0.1755,54.7972,0.9790,0.4485,2.0140,48.3213,0.0000,0.3398,44.4030,3.9673,0.1039,2.8648,0.4848,1.8993,1.8797,0.9177,1.8643,1.8842,1.8581,0.4123,0.0792,0.0901,0.2434,0.1270,0.0170,0.0015,7.3129,0.0848,1.0000,0.0138,0.4238,0.0000,5.0000,0.0648,0.2435,0.0000,10.0000,0.1289,0.1675,0.0476,9.0678,0.1183,0.1780,0.0000,30.5141,0.4505,0.0628,0.0476,30.5141,0.4505,0.0628,0.0476,30.5141,0.4505,0.0628,0.0476,4.5126,0.0580,0.2551,0.0000,11.8199,0.1526,0.1496,0.0476
Gustavia_santanderiensis_5,21,1.7738,1.9776,120,0.9559,10020,40.0545,0.0053,0.6734,56.0964,1.7003,1.4347,0.0353,46.5813,0.0495,0.1524,46.3611,5.1413,1.5255,0.1889,0.5471,1.7736,1.7554,0.7892,1.7157,1.7257,1.7730,0.3887,0.0651,0.0762,0.2291,0.0659,0.0030,0.0036,7.4385,0.0965,1.0000,0.0140,0.4654,0.0000,5.0000,0.0685,0.2692,0.0000,10.0000,0.1370,0.1875,0.0000,11.7131,0.1604,0.1696,0.0000,18.2382,0.2608,0.1218,0.0476,18.2560,0.2617,0.1218,0.1429,18.2382,0.2608,0.1218,0.0476,4.7718,0.0656,0.2748,0.0000,11.7028,0.1604,0.1697,0.0000
Gustavia_santanderiensis_6,21,2.0538,2.2840,100,0.9657,10018,39.0694,0.0044,0.0000,53.7659,3.4541,3.6924,0.0138,44.8903,0.0335,0.0000,43.8044,8.8915,2.3448,0.0356,0.6213,2.0537,2.0538,1.0061,1.9010,1.9191,2.0533,0.4127,0.0763,0.1374,0.2672,0.0652,0.0166,0.0034,7.1584,0.0723,1.0000,0.0107,0.4213,0.0000,5.0000,0.0532,0.2256,0.0000,10.0000,0.1179,0.1493,0.0000,10.2131,0.1211,0.1472,0.0000,23.6850,0.3199,0.0721,0.0952,17.8893,0.2349,0.0952,0.0952,10.2131,0.1211,0.1472,0.0000,4.6888,0.0500,0.2332,0.0000,12.4016,0.1539,0.1282,0.0476
Gustavia_santanderiensis_7,21,1.9963,2.1905,120,0.9639,10019,42.4484,0.0225,4.2157,49.8145,1.5156,1.9806,0.0026,49.9371,0.1265,0.0000,44.2860,4.6130,1.0374,0.0000,0.6692,1.9956,1.9963,1.0780,1.9329,1.9263,1.9962,0.4505,0.1096,0.1422,0.2489,0.1106,0.0219,0.0025,7.2159,0.0769,1.0000,0.0116,0.4136,0.0000,5.0000,0.0589,0.2257,0.0000,10.0000,0.1261,0.1515,0.0000,10.4328,0.1331,0.1473,0.0000,25.2733,0.3657,0.0701,0.0952,18.4355,0.2592,0.0952,0.0952,10.4328,0.1331,0.1473,0.0000,4.4957,0.0529,0.2375,0.0000,11.7455,0.1537,0.1357,0.0952
Gustavia_santanderiensis_8,21,1.9191,2.1450,100,0.9573,10021,37.3197,0.0006,4.7776,53.9723,2.3559,1.5740,0.0000,42.3258,0.0000,0.0000,49.7468,6.7261,1.2013,0.0000,0.6793,1.9191,1.9191,0.9160,1.8368,1.8638,1.9191,0.3242,0.0617,0.1833,0.3269,0.0556,0.0015,0.0028,7.2934,0.0831,1.0000,0.0118,0.4591,0.0000,5.0000,0.0579,0.2604,0.0000,10.0000,0.1201,0.1763,0.0000,15.2653,0.1939,0.1297,0.0000,15.2653,0.1939,0.1297,0.0000,15.2653,0.1939,0.1297,0.1429,15.2653,0.1939,0.1297,0.0000,4.9372,0.0570,0.2619,0.0000,13.0142,0.1612,0.1467,0.0000
Gustavia_santanderiensis_9,21,1.4869,1.6365,120,0.9376,10020,42.1710,0.0000,0.6484,56.4630,0.3767,0.3260,0.0149,48.9039,0.0000,0.6180,47.8366,2.4225,0.0487,0.1703,0.4294,1.4869,1.4688,0.6867,1.4760,1.4780,1.4865,0.3520,0.0463,0.0518,0.1900,0.0715,0.0001,0.0020,7.7255,0.1298,1.0000,0.0178,0.5396,0.0000,5.0000,0.0817,0.3254,0.0000,10.0000,0.1581,0.2339,0.0000,13.8324,0.2202,0.1923,0.0000,26.1738,0.3999,0.1154,0.0952,26.1738,0.3999,0.1154,0.0952,13.8324,0.2202,0.1923,0.0000,5.3151,0.0865,0.3174,0.0000,10.6238,0.1687,0.2260,0.0000
