Predictor variable,Categorical,Sample average
bio_1,false,26.749404725574312
bio_12,false,2436.9523809523807
bio_14,false,80.47619047619048
bio_15,false,39.216633842104955
bio_3,false,87.25655655633835
bio_4,false,37.37407529921759
bio_7,false,11.47142809913272
