Predictor variable,Categorical,Sample average
bio_1,false,27.087698255266464
bio_12,false,2454.095238095238
bio_14,false,74.0952380952381
bio_15,false,40.10711161295573
bio_3,false,87.76810818626767
bio_4,false,37.36687741960798
bio_7,false,11.538094838460287
