Predictor variable,Categorical,Sample average
bio_1,false,27.060317539033434
bio_12,false,2470.714285714286
bio_14,false,77.76190476190476
bio_15,false,40.00841367812384
bio_3,false,87.59336417061942
bio_4,false,36.41385550726028
bio_7,false,11.404761268979026
