"Model","Mean_AUC_ratio","pval_pROC","Omission_rate_at_5%","AICc","delta_AICc","W_AICc","num_parameters"
"M_1_F_lqp_Set_1",1.95932078039788,0,0,439.346329852265,0,0.140796872692685,4
"M_2_F_lq_Set_1",1.95818905094962,0,0,439.833303724006,0.486973871741156,0.110369220661689,4
"M_1_F_qp_Set_1",1.95864485801728,0,0,439.975951903778,0.629622051513422,0.102771410537603,4
"M_0.8_F_q_Set_1",1.96171600168096,0,0,440.190189818933,0.843859966667594,0.092331766600905,5
"M_0.9_F_q_Set_1",1.96142176475226,0,0,440.402111436895,1.05578158463021,0.0830487213814614,5
"M_2_F_q_Set_1",1.9574533850683,0,0,440.46419537014,1.1178655178748,0.0805103279371017,4
"M_1_F_q_Set_1",1.96025590887853,0,0,440.636831759291,1.2905019070256,0.0738523093254311,5
