Predictor variable,Categorical,Sample average
bio_1,false,27.32718258812314
bio_12,false,2418.095238095238
bio_14,false,72.57142857142857
bio_15,false,40.85582642328171
bio_3,false,87.76666623070126
bio_4,false,37.276563826061434
bio_7,false,11.547618684314546
