Predictor variable,Categorical,Sample average
bio_1,false,27.197222300938197
bio_12,false,2460.9523809523807
bio_14,false,78.38095238095238
bio_15,false,38.751830055600124
bio_3,false,87.89461081368583
bio_4,false,36.67842147463844
bio_7,false,11.423808869861421
