Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_12 contribution,bio_14 contribution,bio_15 contribution,bio_3 contribution,bio_4 contribution,bio_7 contribution,bio_1 permutation importance,bio_12 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_7 permutation importance,Training gain without bio_1,Training gain without bio_12,Training gain without bio_14,Training gain without bio_15,Training gain without bio_3,Training gain without bio_4,Training gain without bio_7,Training gain with only bio_1,Training gain with only bio_12,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_7,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Gustavia_santanderiensis_0,21,1.7934,2.1740,120,0.9675,10021,43.3687,0.0000,0.3643,54.2712,0.1783,1.8176,0.0000,54.5123,0.0000,0.1759,42.8618,0.9281,1.5219,0.0000,0.4396,1.7934,1.7837,0.8359,1.7861,1.7583,1.7934,0.4543,0.0816,0.0339,0.1736,0.0844,0.0203,0.0002,7.4191,0.0945,1.0000,0.0141,0.4424,0.0000,5.0000,0.0689,0.2534,0.0000,10.0000,0.1415,0.1750,0.0000,14.9546,0.2232,0.1334,0.0000,37.3420,0.5658,0.0540,0.0952,33.4258,0.5063,0.0625,0.0476,33.4258,0.5063,0.0625,0.0476,4.6768,0.0643,0.2613,0.0000,10.8500,0.1547,0.1664,0.0000
Gustavia_santanderiensis_1,21,1.7511,2.1727,120,0.9665,10021,43.9944,0.0022,14.7231,39.9844,0.5318,0.7641,0.0000,51.4945,0.0000,0.0000,45.0236,1.8824,1.5995,0.0000,0.5050,1.7511,1.7511,0.9693,1.7320,1.7274,1.7511,0.3829,0.0837,0.1485,0.2176,0.0471,0.0024,0.0012,7.4613,0.0984,1.0000,0.0142,0.4771,0.0000,5.0000,0.0682,0.2774,0.0000,10.0000,0.1346,0.1929,0.0000,16.8525,0.2378,0.1323,0.0000,34.4931,0.5055,0.0622,0.0476,34.4931,0.5055,0.0622,0.0476,34.4931,0.5055,0.0622,0.0476,4.9424,0.0670,0.2789,0.0000,11.7708,0.1592,0.1735,0.0000
Gustavia_santanderiensis_2,21,1.7759,2.0788,100,0.9611,10021,43.7549,0.0000,0.0934,55.2702,0.0042,0.8772,0.0000,55.5588,0.0000,0.0000,43.7610,0.0927,0.5875,0.0000,0.4589,1.7759,1.7723,0.8194,1.7758,1.7628,1.7759,0.4420,0.0758,0.0335,0.1847,0.1023,0.0088,0.0004,7.4366,0.0964,1.0000,0.0142,0.4446,0.0000,5.0000,0.0713,0.2560,0.0000,10.0000,0.1451,0.1784,0.0476,9.7329,0.1405,0.1814,0.0000,34.4619,0.5209,0.0615,0.0952,23.1243,0.3530,0.0952,0.0952,34.4619,0.5209,0.0615,0.0952,4.5806,0.0655,0.2660,0.0000,10.8938,0.1582,0.1692,0.0476
Gustavia_santanderiensis_3,21,1.8140,2.3088,100,0.9688,10021,43.5664,0.1176,4.1321,46.3634,1.2574,4.5631,0.0000,50.6930,0.0303,0.0000,39.1732,4.1549,5.9485,0.0000,0.5549,1.8087,1.8140,1.0281,1.7545,1.7060,1.8140,0.4536,0.1388,0.0780,0.1618,0.0902,0.0518,0.0011,7.3984,0.0921,1.0000,0.0132,0.4662,0.0000,5.0000,0.0621,0.2584,0.0000,10.0000,0.1365,0.1745,0.0000,13.1811,0.1849,0.1448,0.0000,32.0225,0.4803,0.0635,0.0476,32.0225,0.4803,0.0635,0.0476,32.0225,0.4803,0.0635,0.0476,5.0529,0.0630,0.2571,0.0000,11.1212,0.1536,0.1630,0.0000
Gustavia_santanderiensis_4,21,1.8249,2.1750,100,0.9658,10021,43.0302,0.0000,0.0000,54.5481,0.2966,1.5663,0.5587,55.4888,0.0000,0.0000,42.4628,0.9586,0.9971,0.0928,0.3938,1.8249,1.8249,0.9304,1.8150,1.8051,1.8188,0.4426,0.0851,0.0639,0.1902,0.1182,0.0248,0.0000,7.3875,0.0912,1.0000,0.0137,0.4486,0.0000,5.0000,0.0654,0.2563,0.0000,10.0000,0.1330,0.1753,0.0000,12.6794,0.1738,0.1492,0.0000,35.2201,0.5263,0.0558,0.0476,35.2201,0.5263,0.0558,0.0476,35.2201,0.5263,0.0558,0.0476,4.7657,0.0624,0.2620,0.0000,11.3569,0.1534,0.1612,0.0000
Gustavia_santanderiensis_5,21,1.8555,2.2131,120,0.9660,10021,43.1112,0.0000,9.7188,45.2428,0.0396,1.6435,0.2441,54.3301,0.0000,0.0000,44.4205,0.2878,0.9382,0.0234,0.5144,1.8555,1.8555,1.0832,1.8542,1.8399,1.8529,0.4241,0.1250,0.1369,0.2104,0.1284,0.0340,0.0000,7.3570,0.0885,1.0000,0.0135,0.4349,0.0000,5.0000,0.0661,0.2474,0.0000,10.0000,0.1341,0.1692,0.0000,11.8299,0.1617,0.1513,0.0000,34.4733,0.5220,0.0559,0.0952,32.7858,0.4970,0.0596,0.0476,32.7858,0.4970,0.0596,0.0476,4.5874,0.0605,0.2573,0.0000,11.2715,0.1524,0.1564,0.0000
Gustavia_santanderiensis_6,21,2.0903,2.5398,120,0.9783,10021,38.7194,0.0000,0.7228,58.8944,0.1270,0.5599,0.9765,51.1566,0.0000,0.8451,47.0260,0.4017,0.3161,0.2546,0.5290,2.0903,2.0273,0.8236,2.0858,2.0793,2.0777,0.4420,0.0707,0.0283,0.2396,0.1086,0.0156,0.0000,7.1221,0.0699,1.0000,0.0124,0.3548,0.0000,5.0000,0.0627,0.2011,0.0000,10.0000,0.1342,0.1376,0.0000,29.6955,0.4230,0.0545,0.0000,32.1789,0.4614,0.0492,0.0476,32.1789,0.4614,0.0492,0.0476,29.6955,0.4230,0.0545,0.0000,3.8475,0.0482,0.2263,0.0000,11.8317,0.1625,0.1236,0.0000
Gustavia_santanderiensis_7,21,1.7201,2.1802,120,0.9625,10021,33.6196,0.0108,10.7845,53.2068,1.4538,0.8985,0.0259,42.9198,0.0395,0.0000,51.3406,3.9786,1.6748,0.0467,0.5505,1.7200,1.7201,0.7771,1.6757,1.6932,1.7196,0.2473,0.0505,0.1924,0.3212,0.0292,0.0000,0.0000,7.4924,0.1015,1.0000,0.0149,0.4993,0.0000,5.0000,0.0673,0.3025,0.0000,10.0000,0.1273,0.2118,0.0000,20.5526,0.2664,0.1210,0.0000,27.0501,0.3589,0.0900,0.0952,25.8185,0.3443,0.0952,0.0952,20.5526,0.2664,0.1210,0.0000,5.1491,0.0690,0.2988,0.0000,12.8667,0.1648,0.1790,0.0000
Gustavia_santanderiensis_8,21,1.6345,1.8772,100,0.9504,10021,42.5511,0.4296,0.3875,56.6318,0.0000,0.0000,0.0000,53.9334,0.3236,0.2183,45.5248,0.0000,0.0000,0.0000,0.3611,1.6337,1.6224,0.6603,1.6345,1.6345,1.6345,0.4008,0.0106,0.0138,0.1765,0.0375,0.0000,0.0107,7.5779,0.1118,1.0000,0.0159,0.4865,0.0000,5.0000,0.0784,0.2865,0.0000,10.0000,0.1539,0.2042,0.0000,23.1097,0.3610,0.1125,0.0000,23.1097,0.3610,0.1125,0.0000,23.1097,0.3610,0.1125,0.0000,23.1097,0.3610,0.1125,0.0000,4.7993,0.0750,0.2915,0.0000,10.8300,0.1678,0.1950,0.0000
Gustavia_santanderiensis_9,21,1.8387,2.2672,100,0.9663,10021,41.7547,0.0000,0.0000,56.3754,0.4127,1.4572,0.0000,53.3561,0.0000,0.0000,43.0684,2.1210,1.4545,0.0000,0.4570,1.8387,1.8387,0.8284,1.8161,1.8022,1.8387,0.4248,0.0719,0.0543,0.2075,0.0715,0.0100,0.0003,7.3738,0.0899,1.0000,0.0130,0.4518,0.0000,5.0000,0.0642,0.2568,0.0000,10.0000,0.1307,0.1754,0.0000,14.8268,0.2043,0.1324,0.0000,32.0520,0.4773,0.0621,0.0952,21.8019,0.3111,0.0952,0.0952,14.8268,0.2043,0.1324,0.0000,4.7945,0.0615,0.2619,0.0000,11.5762,0.1540,0.1590,0.0000
