Predictor variable,Categorical,Sample average
bio_1,false,27.15337308247884
bio_12,false,2339.3809523809523
bio_14,false,67.66666666666667
bio_15,false,41.40725562686012
bio_3,false,87.54707409086681
bio_4,false,38.44111923944382
bio_7,false,11.690475191388812
