Predictor variable,Categorical,Sample average
bio_1,false,26.97500010899135
bio_12,false,2481.714285714286
bio_14,false,74.42857142857143
bio_15,false,40.846918015252974
bio_3,false,87.8640866960798
bio_4,false,35.48170353117443
bio_7,false,11.409523282732282
