Predictor variable,Categorical,Sample average
bio_1,false,26.86349205743699
bio_12,false,2298.3333333333335
bio_14,false,76.71428571428571
bio_15,false,38.16900643848238
bio_3,false,86.69336700439453
bio_4,false,40.533293042864116
bio_7,false,11.614284969511486
