X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-74.294444,6.048889,train,3.755125398561464E-4,33.06904109527212,0.4923690419089841
-74.323667,6.515028,train,6.778290970841316E-4,50.13230218132463,0.705902312477354
-74.406389,6.273889,train,0.0014706970168801704,73.5883738605372,0.9297287880646299
-74.816917,4.42425,train,1.503930395718506E-4,17.439406446206128,0.23779498074704242
-74.473444,6.262694,train,0.0018923149290187857,81.35789381704681,0.9671774148080076
-74.76675,5.676306,train,8.53101391474365E-4,57.21688309998682,0.7856839180854998
-74.737583,5.667167,train,5.38810027869827E-4,42.846052296366395,0.6219919087238022
-74.885833,5.407444,train,0.001133320942395211,65.72758899859507,0.8707813290028996
-74.777222,5.689444,train,0.001177641082300773,67.26034309260024,0.8807186980039553
-74.76675,5.676306,train,8.53101391474365E-4,57.21688309998682,0.7856839180854998
-74.223111,5.967972,train,5.506616315130251E-4,43.63181999595152,0.6299947736610567
-74.854444,5.322778,train,7.190249515155758E-4,51.63323870629014,0.7269837060997657
-74.406389,6.273889,train,0.0014706970168801704,73.5883738605372,0.9297287880646299
-74.103194,6.515417,train,4.466302060191496E-4,37.886804894040964,0.5535401930477922
-74.854444,5.322778,train,7.190249515155758E-4,51.63323870629014,0.7269837060997657
-74.737889,5.684417,train,3.919817225528956E-4,34.36533703826068,0.5072415678571487
-74.223111,5.967972,train,5.506616315130251E-4,43.63181999595152,0.6299947736610567
-74.885833,5.407444,train,0.001133320942395211,65.72758899859507,0.8707813290028996
-74.909722,5.559361,train,0.0025304148123267032,88.04703509672747,0.9896290773585722
-74.351933,6.471417,train,0.001364477357570475,71.56098039124586,0.9148729037842926
-74.368611,6.438056,train,4.917074476464785E-4,40.51193478029444,0.5884374974496784
