Predictor variable,Categorical,Sample average
bio_1,false,27.14662688119071
bio_12,false,2400.7619047619046
bio_14,false,71.52380952380952
bio_15,false,39.4113035656157
bio_3,false,87.57765779041108
bio_4,false,37.70344152904692
bio_7,false,11.480952035813104
