Predictor variable,Categorical,Sample average
bio_1,false,26.877182460966566
bio_12,false,2386.809523809524
bio_14,false,78.0
bio_15,false,39.14275932312012
bio_3,false,87.30034019833519
bio_4,false,37.94409988040016
bio_7,false,11.457141967046828
