Predictor variable,Categorical,Sample average
bio_1,false,27.0874997093564
bio_12,false,2363.809523809524
bio_14,false,66.85714285714286
bio_15,false,39.357379731677824
bio_3,false,87.42787279401507
bio_4,false,39.03574752807617
bio_7,false,11.557142348516555
