Predictor variable,Categorical,Sample average
bio_1,false,27.37678591410319
bio_12,false,2475.8571428571427
bio_14,false,79.47619047619048
bio_15,false,39.63007536388579
bio_3,false,87.80211930047898
bio_4,false,35.19249071393694
bio_7,false,11.466666267031716
