Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_12 contribution,bio_14 contribution,bio_15 contribution,bio_3 contribution,bio_4 contribution,bio_7 contribution,bio_1 permutation importance,bio_12 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_7 permutation importance,Training gain without bio_1,Training gain without bio_12,Training gain without bio_14,Training gain without bio_15,Training gain without bio_3,Training gain without bio_4,Training gain without bio_7,Training gain with only bio_1,Training gain with only bio_12,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_7,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Gustavia_santanderiensis_0,21,2.1233,2.3897,120,0.9738,10020,36.1086,0.3351,5.8166,51.6382,2.3356,3.2987,0.4672,48.6868,0.0000,0.0000,41.5501,3.7487,6.0144,0.0000,0.7125,2.1049,2.1140,1.0466,2.0157,2.0230,2.1142,0.4145,0.1232,0.1221,0.2854,0.0985,0.0363,0.0000,7.0892,0.0672,1.0000,0.0107,0.3919,0.0000,5.0000,0.0534,0.2113,0.0000,10.0000,0.1136,0.1393,0.0000,21.8526,0.2989,0.0726,0.0000,25.3109,0.3500,0.0621,0.0476,25.3109,0.3500,0.0621,0.0476,21.8526,0.2989,0.0726,0.0000,4.3940,0.0467,0.2254,0.0000,12.3506,0.1504,0.1196,0.0000
Gustavia_santanderiensis_1,21,2.0218,2.2392,120,0.9715,10018,30.6557,0.6079,8.8631,51.4405,4.8649,1.9807,1.5872,45.6575,0.0000,0.0000,43.1723,7.8435,2.8698,0.4570,0.5998,2.0218,2.0218,0.8736,1.8219,1.9662,1.9763,0.2889,0.0343,0.1701,0.3505,0.0184,0.0000,0.0000,7.1903,0.0739,1.0000,0.0116,0.4713,0.0000,5.0000,0.0486,0.2716,0.0000,10.0000,0.0958,0.1793,0.0000,22.8042,0.2622,0.0831,0.0000,25.6488,0.3091,0.0718,0.0952,22.8271,0.2623,0.0831,0.0952,22.8042,0.2622,0.0831,0.0000,5.3127,0.0516,0.2636,0.0000,14.4985,0.1498,0.1324,0.0000
Gustavia_santanderiensis_2,21,1.9572,2.1245,120,0.9666,10018,43.9262,0.0000,5.6413,47.0306,0.5917,2.6186,0.1916,59.6841,0.0000,0.0650,36.8955,1.6392,1.7161,0.0000,0.5271,1.9572,1.9560,1.1386,1.9300,1.9220,1.9461,0.5187,0.0922,0.0771,0.1931,0.1240,0.0259,0.0005,7.2550,0.0799,1.0000,0.0128,0.4230,0.0000,5.0000,0.0586,0.2359,0.0000,10.0000,0.1259,0.1583,0.0000,28.3342,0.4173,0.0646,0.0000,30.5600,0.4523,0.0591,0.0952,28.3723,0.4173,0.0646,0.0952,28.3342,0.4173,0.0646,0.0000,4.7079,0.0549,0.2430,0.0000,11.7912,0.1510,0.1412,0.0000
Gustavia_santanderiensis_3,21,1.7519,1.9066,120,0.9523,10016,37.1057,0.5057,6.0302,54.2785,1.1281,0.9518,0.0000,52.0574,0.0000,0.0000,41.9967,4.7026,1.2432,0.0000,0.5820,1.7519,1.7519,0.8834,1.7074,1.7143,1.7519,0.3636,0.0406,0.1050,0.2514,0.0476,0.0000,0.0122,7.4600,0.0985,1.0000,0.0140,0.5078,0.0000,5.0000,0.0631,0.2996,0.0000,10.0000,0.1260,0.2088,0.0000,19.5931,0.2502,0.1247,0.0000,19.5931,0.2502,0.1247,0.0000,19.6097,0.2502,0.1247,0.1429,19.5931,0.2502,0.1247,0.0000,5.3073,0.0670,0.2917,0.0000,13.1859,0.1653,0.1734,0.0000
Gustavia_santanderiensis_4,21,2.1166,2.4083,140,0.9722,10019,34.2000,0.0632,22.3377,34.0592,3.9719,5.2675,0.1004,44.7500,0.0000,0.9927,38.5623,8.1607,7.5143,0.0201,0.7446,2.1046,2.0838,1.2833,1.9165,1.9501,2.1101,0.3355,0.1253,0.2941,0.3193,0.0718,0.0281,0.0000,7.0956,0.0677,1.0000,0.0096,0.4507,0.0000,5.0000,0.0459,0.2414,0.0000,10.0000,0.1008,0.1566,0.0000,22.6703,0.2788,0.0745,0.0000,24.9258,0.3175,0.0668,0.0952,22.6703,0.2788,0.0745,0.0952,22.6703,0.2788,0.0745,0.0000,5.0993,0.0470,0.2389,0.0000,13.9276,0.1481,0.1204,0.0000
Gustavia_santanderiensis_5,21,1.9884,2.1702,120,0.9693,10019,38.1622,1.6369,6.3055,49.7951,2.6706,1.1190,0.3108,54.1205,0.4567,0.0000,39.3986,4.3954,1.6288,0.0000,0.5213,1.9859,1.9884,1.0570,1.9018,1.9552,1.9765,0.4407,0.0225,0.1056,0.2433,0.0179,0.0002,0.0154,7.2238,0.0770,1.0000,0.0122,0.4548,0.0000,5.0000,0.0529,0.2600,0.0000,10.0000,0.1097,0.1751,0.0000,15.2399,0.1755,0.1270,0.0000,30.5415,0.3881,0.0594,0.0952,24.7371,0.3073,0.0783,0.0952,24.7103,0.3073,0.0783,0.0476,5.0380,0.0533,0.2591,0.0000,13.9363,0.1576,0.1368,0.0000
Gustavia_santanderiensis_6,21,1.8457,2.0890,120,0.9626,10018,35.8413,0.2720,0.9624,57.7388,2.4615,2.6221,0.1020,48.9851,0.0000,0.6026,42.3644,5.0475,3.0004,0.0000,0.5328,1.8457,1.8157,0.7175,1.7394,1.7643,1.8433,0.3677,0.0336,0.0479,0.2431,0.0312,0.0007,0.0065,7.3664,0.0890,1.0000,0.0133,0.4757,0.0000,5.0000,0.0615,0.2763,0.0000,10.0000,0.1234,0.1904,0.0000,19.2277,0.2453,0.1150,0.0000,19.2277,0.2453,0.1150,0.0000,19.2277,0.2453,0.1150,0.1429,19.2277,0.2453,0.1150,0.0000,4.9814,0.0612,0.2768,0.0000,13.1840,0.1620,0.1578,0.0000
Gustavia_santanderiensis_7,21,1.7863,1.9670,120,0.9588,10018,42.1228,0.1298,16.7568,34.0483,1.0443,4.4479,1.4501,54.2013,0.0000,0.3695,34.7702,4.5630,6.0961,0.0000,0.5244,1.7815,1.7836,1.1884,1.7168,1.7071,1.7639,0.4234,0.1503,0.1516,0.1875,0.1486,0.0620,0.0016,7.4259,0.0949,1.0000,0.0143,0.4937,0.0000,5.0000,0.0604,0.2826,0.0000,10.0000,0.1235,0.1917,0.0000,17.2421,0.2252,0.1263,0.0000,29.1003,0.4258,0.0738,0.0476,29.1003,0.4258,0.0738,0.0476,29.1003,0.4258,0.0738,0.0476,5.3033,0.0647,0.2748,0.0000,12.1432,0.1542,0.1675,0.0000
Gustavia_santanderiensis_8,21,2.0526,2.3039,140,0.9684,10018,37.6580,0.0692,16.7194,36.7290,3.1014,5.0184,0.7046,48.0110,0.0000,0.1060,38.2203,5.9831,7.6796,0.0000,0.6039,2.0497,2.0508,1.1766,1.8941,1.9199,2.0349,0.3849,0.0975,0.1894,0.2778,0.0862,0.0332,0.0000,7.1596,0.0720,1.0000,0.0107,0.4477,0.0000,5.0000,0.0492,0.2436,0.0000,10.0000,0.1058,0.1592,0.0000,17.7471,0.2159,0.0985,0.0000,26.7668,0.3650,0.0636,0.0952,22.4322,0.2911,0.0777,0.0952,17.7471,0.2159,0.0985,0.0000,5.0728,0.0499,0.2418,0.0000,13.1857,0.1457,0.1284,0.0000
Gustavia_santanderiensis_9,21,1.7490,1.8740,120,0.9542,10019,42.3529,0.1354,14.2883,41.6959,0.5158,0.9290,0.0826,56.3910,0.0000,0.0000,40.7968,1.8934,0.9188,0.0000,0.5231,1.7490,1.7490,1.0017,1.7227,1.7294,1.7465,0.4083,0.0656,0.1217,0.2228,0.0707,0.0011,0.0030,7.4632,0.0988,1.0000,0.0148,0.4945,0.0000,5.0000,0.0640,0.2926,0.0000,10.0000,0.1287,0.2030,0.0000,16.2950,0.2125,0.1426,0.0000,17.0090,0.2208,0.1375,0.0476,17.0233,0.2210,0.1375,0.1429,16.2950,0.2125,0.1426,0.0000,5.2860,0.0671,0.2854,0.0000,12.6064,0.1608,0.1739,0.0000
