X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-74.854444,5.322778,train,0.0012425739240666657,46.04905738438622,0.6604194919486531
-74.777528,5.638694,train,0.0026286090341798955,61.302562284886996,0.8982040327143432
-74.351933,6.471417,train,0.0017928518199737476,53.81373008772159,0.7895159315729764
-74.591222,6.190222,train,0.0014214124814065825,48.56385983983216,0.7093078712050944
-74.854444,5.322778,train,0.0012425739240666657,46.04905738438622,0.6604194919486531
-74.816917,4.42425,train,1.381936561309178E-4,11.8092870372796,0.11318404624864886
-74.885833,5.407444,train,0.00431289073547278,76.75674854816234,0.9764530986787949
-74.591222,6.190222,train,0.0014214124814065825,48.56385983983216,0.7093078712050944
-74.777528,5.638694,train,0.0026286090341798955,61.302562284886996,0.8982040327143432
-74.859417,5.545194,train,0.003435492078338262,68.5136714063909,0.9495174154056087
-74.885833,5.407444,train,0.00431289073547278,76.75674854816234,0.9764530986787949
-74.294444,6.048889,train,1.8825945322277656E-4,14.975098941596382,0.15094809712633495
-74.473444,6.262694,train,0.0010583750740604607,42.03404026034384,0.6014565431017553
-74.777222,5.689444,train,0.0020428499256166066,56.28635838266498,0.8306255710700436
-74.777528,5.638694,train,0.0026286090341798955,61.302562284886996,0.8982040327143432
-74.859417,5.545194,train,0.003435492078338262,68.5136714063909,0.9495174154056087
-74.668706,5.574697,train,0.0020623510602698868,56.45806231214542,0.8334723353037995
-74.816917,4.42425,train,1.381936561309178E-4,11.8092870372796,0.11318404624864886
-74.859417,5.545194,train,0.003435492078338262,68.5136714063909,0.9495174154056087
-74.854444,5.322778,train,0.0012425739240666657,46.04905738438622,0.6604194919486531
-74.909722,5.559361,train,0.005021859086190059,81.45199132099609,0.9872852907570651
