Predictor variable,Categorical,Sample average
bio_1,false,26.921428680419922
bio_12,false,2460.0
bio_14,false,79.04761904761905
bio_15,false,37.575547990344816
bio_3,false,87.5072751726423
bio_4,false,36.43807974315825
bio_7,false,11.428571519397554
