Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_12 contribution,bio_14 contribution,bio_15 contribution,bio_3 contribution,bio_4 contribution,bio_7 contribution,bio_1 permutation importance,bio_12 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_7 permutation importance,Training gain without bio_1,Training gain without bio_12,Training gain without bio_14,Training gain without bio_15,Training gain without bio_3,Training gain without bio_4,Training gain without bio_7,Training gain with only bio_1,Training gain with only bio_12,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_7,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Gustavia_santanderiensis_0,21,1.9613,2.4895,100,0.9750,10021,34.7905,0.0000,0.0000,61.2870,2.7647,1.1577,0.0000,46.0978,0.0000,0.0000,49.2920,3.6540,0.9562,0.0000,0.6340,1.9613,1.9613,0.8261,1.8746,1.9142,1.9613,0.3302,0.0383,0.1671,0.3339,0.0155,0.0000,0.0031,7.2512,0.0798,1.0000,0.0113,0.4729,0.0000,5.0000,0.0544,0.2695,0.0000,10.0000,0.1089,0.1837,0.0000,17.6453,0.2047,0.1179,0.0000,36.4342,0.4749,0.0476,0.0952,21.8970,0.2599,0.0952,0.0952,17.6453,0.2047,0.1179,0.0000,5.0514,0.0547,0.2683,0.0000,14.3919,0.1618,0.1406,0.0000
Gustavia_santanderiensis_1,21,1.7419,2.1062,100,0.9624,10021,44.9888,0.0000,0.0000,53.8055,0.2082,0.9975,0.0000,57.5179,0.0000,0.0000,41.2966,1.1568,0.0287,0.0000,0.4995,1.7419,1.7419,0.9160,1.7297,1.7199,1.7419,0.4804,0.0753,0.0715,0.1769,0.0672,0.0111,0.0074,7.4705,0.0996,1.0000,0.0151,0.4823,0.0000,5.0000,0.0659,0.2791,0.0000,10.0000,0.1360,0.1931,0.0000,12.5246,0.1706,0.1665,0.0000,34.6040,0.5315,0.0628,0.0952,24.1640,0.3489,0.0952,0.0952,34.6040,0.5315,0.0628,0.0952,5.1015,0.0675,0.2766,0.0000,11.6330,0.1595,0.1751,0.0000
Gustavia_santanderiensis_2,21,1.7889,2.2558,120,0.9673,10021,33.1207,0.0000,13.3273,50.0625,3.0493,0.4401,0.0000,43.6782,0.0000,0.0000,52.6883,3.5427,0.0907,0.0000,0.6680,1.7889,1.7861,0.8151,1.7259,1.7751,1.7889,0.2387,0.0318,0.2673,0.3757,0.0069,0.0000,0.0015,7.4235,0.0957,1.0000,0.0133,0.5200,0.0000,5.0000,0.0609,0.3077,0.0000,10.0000,0.1179,0.2152,0.0000,20.5619,0.2513,0.1236,0.0000,30.5678,0.3683,0.0777,0.0952,26.2219,0.3141,0.0952,0.0952,20.5619,0.2513,0.1236,0.0000,5.3075,0.0646,0.2998,0.0000,14.4641,0.1732,0.1670,0.0000
Gustavia_santanderiensis_3,21,1.8433,2.1375,100,0.9655,10021,45.3610,0.0000,0.5790,53.7820,0.0912,0.1868,0.0000,54.5481,0.0000,1.6730,43.4385,0.3404,0.0000,0.0000,0.4239,1.8433,1.8173,0.8431,1.8399,1.8366,1.8433,0.4936,0.0481,0.0377,0.1921,0.0570,0.0014,0.0022,7.3692,0.0903,1.0000,0.0142,0.4219,0.0000,5.0000,0.0714,0.2425,0.0000,10.0000,0.1418,0.1695,0.0000,16.8824,0.2501,0.1186,0.0000,28.0191,0.4263,0.0740,0.0476,28.0191,0.4263,0.0740,0.0476,16.8824,0.2501,0.1186,0.0000,4.3501,0.0613,0.2575,0.0000,11.1730,0.1601,0.1583,0.0000
Gustavia_santanderiensis_4,21,1.5005,1.7743,80,0.9471,10021,45.5206,0.0080,0.0000,54.4080,0.0000,0.0634,0.0000,56.7281,0.0220,0.0000,43.2271,0.0228,0.0000,0.0000,0.3460,1.4994,1.5005,0.7355,1.5005,1.4998,1.5005,0.4101,0.0400,0.0433,0.1627,0.0604,0.0001,0.0013,7.7124,0.1278,1.0000,0.0188,0.5490,0.0000,5.0000,0.0754,0.3342,0.0000,10.0000,0.1540,0.2376,0.0000,17.2027,0.2537,0.1655,0.0000,22.7876,0.3442,0.1301,0.0476,22.7876,0.3442,0.1301,0.1429,17.2027,0.2537,0.1655,0.0000,5.7170,0.0854,0.3151,0.0000,11.1619,0.1717,0.2230,0.0000
Gustavia_santanderiensis_5,21,1.4976,1.8541,120,0.9533,10021,40.4480,0.0115,7.4938,50.5262,0.3703,1.1503,0.0000,50.5729,0.0770,0.0000,47.8980,1.3715,0.0805,0.0000,0.5057,1.4973,1.4976,0.7913,1.4858,1.4743,1.4976,0.3086,0.0982,0.1498,0.2287,0.0934,0.0163,0.0000,7.7148,0.1278,1.0000,0.0177,0.5688,0.0000,5.0000,0.0746,0.3482,0.0000,10.0000,0.1444,0.2489,0.0000,25.6103,0.3581,0.1185,0.0000,25.6103,0.3581,0.1185,0.0000,25.6301,0.3581,0.1185,0.1905,25.6103,0.3581,0.1185,0.0000,5.7263,0.0856,0.3286,0.0000,11.9282,0.1713,0.2236,0.0000
Gustavia_santanderiensis_6,21,1.8475,2.3648,120,0.9714,10021,34.6874,0.0910,8.5681,53.7191,1.5880,1.2044,0.1420,45.1198,0.3784,0.0000,50.1921,3.0878,1.1470,0.0749,0.6497,1.8437,1.8475,0.8710,1.7895,1.8098,1.8469,0.2946,0.0805,0.2333,0.3397,0.0363,0.0022,0.0000,7.3649,0.0895,1.0000,0.0130,0.4894,0.0000,5.0000,0.0607,0.2873,0.0000,10.0000,0.1164,0.1987,0.0000,24.0551,0.2986,0.0936,0.0000,31.3467,0.4050,0.0668,0.0952,29.2807,0.3752,0.0734,0.0952,24.0551,0.2986,0.0936,0.0000,5.0262,0.0610,0.2867,0.0000,13.8625,0.1638,0.1576,0.0000
Gustavia_santanderiensis_7,21,1.7105,2.0718,100,0.9639,10021,37.6347,0.0000,0.0000,61.0571,0.7861,0.5221,0.0000,48.9130,0.0000,0.0000,48.9351,2.1518,0.0000,0.0000,0.5427,1.7105,1.7105,0.7022,1.6839,1.6924,1.7105,0.3282,0.0534,0.1064,0.2760,0.0389,0.0002,0.0010,7.5020,0.1031,1.0000,0.0145,0.5143,0.0000,5.0000,0.0673,0.3043,0.0000,10.0000,0.1302,0.2144,0.0000,20.6609,0.2716,0.1234,0.0000,22.5920,0.2976,0.1131,0.0476,22.5920,0.2976,0.1131,0.1429,20.6609,0.2716,0.1234,0.0000,5.2372,0.0698,0.2983,0.0000,12.9884,0.1673,0.1807,0.0000
Gustavia_santanderiensis_8,21,1.7377,2.0994,120,0.9636,10021,42.5925,0.3752,0.0693,56.1207,0.4713,0.3711,0.0000,52.1328,0.0000,0.5021,45.8862,1.4593,0.0197,0.0000,0.4354,1.7376,1.7355,0.7351,1.7186,1.7250,1.7377,0.4048,0.0247,0.0545,0.2242,0.0279,0.0000,0.0055,7.4748,0.1003,1.0000,0.0146,0.4910,0.0000,5.0000,0.0673,0.2867,0.0000,10.0000,0.1337,0.2019,0.0000,15.2191,0.2055,0.1515,0.0000,31.4643,0.4475,0.0738,0.0952,25.3369,0.3488,0.0952,0.0952,15.2191,0.2055,0.1515,0.0000,5.0345,0.0679,0.2859,0.0000,12.3914,0.1656,0.1759,0.0000
Gustavia_santanderiensis_9,21,2.1116,2.4798,100,0.9780,10021,43.6587,0.0000,0.0000,55.4408,0.1806,0.7195,0.0004,56.9345,0.0000,0.0000,42.1851,0.7440,0.1364,0.0000,0.6003,2.1116,2.1116,1.0652,2.1032,2.0951,2.1116,0.5291,0.0883,0.0945,0.2435,0.0725,0.0134,0.0028,7.1009,0.0686,1.0000,0.0109,0.3772,0.0000,5.0000,0.0582,0.2046,0.0000,10.0000,0.1250,0.1370,0.0000,30.6216,0.4503,0.0511,0.0000,32.5008,0.4702,0.0473,0.0952,30.6216,0.4503,0.0511,0.0952,30.6216,0.4503,0.0511,0.0000,4.0964,0.0472,0.2249,0.0000,11.9830,0.1557,0.1210,0.0000
