Predictor variable,Categorical,Sample average
bio_1,false,27.058928625924246
bio_12,false,2514.4285714285716
bio_14,false,81.57142857142857
bio_15,false,39.37347693670364
bio_3,false,87.66485486711774
bio_4,false,35.46679088047573
bio_7,false,11.428570974440802
