Predictor variable,Categorical,Sample average
bio_1,false,27.190674736386253
bio_12,false,2424.095238095238
bio_14,false,72.14285714285714
bio_15,false,40.2971563793364
bio_3,false,87.6180921282087
bio_4,false,37.18917065575009
bio_7,false,11.49047597249349
