Predictor variable,Categorical,Sample average
bio_1,false,27.259325299944198
bio_12,false,2519.285714285714
bio_14,false,78.47619047619048
bio_15,false,39.64040138607933
bio_3,false,88.0726787022182
bio_4,false,36.04151398794992
bio_7,false,11.471428008306594
